archivo,sección,tema,pregunta,subpregunta,juicio,evidencia procedente de la investigación,consideraciones adicionales
prevencion_secundaria_ictus.txt,3.1.10,En pacientes con fibrilación auricular en prevención secundaria de ictus ¿podría utilizarse dabigatrán 110 mg 2 veces al día?,h) ¿Cuál es la certeza en torno a la evidencia sobre los recursos requeridos?,,alta.,"se localizaron publicaciones del entorno del Sistema Nacional de Salud en España que indican que dabigatrán puede ser una intervención coste-efectiva, si se considera el umbral habitual de decisión de 30 000 euros por AVAC, si bien es necesario demostrar claramente las mejoras en efectividad40-43.",podría considerarse que la confianza en los recursos requeridos fue alta al tratarse de estudios incluidos de ámbito nacional y los precios oficiales del Ministerio de Sanidad. GUÍA DE PRÁCTICA CLÍNICA SOBRE PREVENCIÓN SECUNDARIA DEL ICTUS. ACTUALIZACIÓN. 53
prevencion_secundaria_ictus.txt,3.1.10,En pacientes con fibrilación auricular en prevención secundaria de ictus ¿podría utilizarse dabigatrán 110 mg 2 veces al día?,"i) El coste-efectividad de la intervención, ¿favorece a la intervención o a",,probablemente favorece a la intervención.,no se localizaron estudios que pudieran utilizarse para la elaboración de resultados.,no se ha identificado ningún aspecto específico sobre el coste efectividad de dabigatrán 110 mg 2 veces al día frente a warfarina.
prevencion_secundaria_ictus.txt,3.1.10,En pacientes con fibrilación auricular en prevención secundaria de ictus ¿podría utilizarse dabigatrán 150 mg 2 veces al día?,j) ¿Cuál sería el impacto en la equidad en salud?,,probablemente reducido.,no se localizaron estudios que pudieran utilizarse para la elaboración de resultados.,"no se ha identificado ningún aspecto específico que pueda afectar a la equidad en salud. El GEG consideró que la recomendación probablemente facilitaría un aumento de la equidad ya que permitiría el aumento de pacientes que podría acceder a recibir dabigatrán 110 mg. El GEG puso de manifiesto que la utilización de warfarina obligaría a realizar repetidas visitas al Centro de Salud para realizar controles de INR, la mayoría de las veces acompañados por sus familiares al tratarse de población anciana, esto podría disminuir la equidad (posibilidad de acceder a un tratamiento adecuado), adherencia y accesibilidad de estos pacientes. En estos pacientes, poder disponer de una alternativa que necesite menos controles y visitas al Centro de Salud facilitaría el acceso a un tratamiento para la prevención secundaria del ictus. Para la elaboración de todas las recomendaciones sobre ACOD se facilitó la información localizada desagregada por sexo. Ver información adicional en la El contexto de esta subpregunta es similar al detallado en la primera comparación. Se mantiene la misma población y la diferencia es la intervención propuesta, en este caso dabigatrán 150 mg. Todas las subpreguntas propuestas se consideraron relevantes al abordar una patología con importante carga de la enfermedad, como se detalla en la primera subpregunta sobre apixabán y que recoge varias publicaciones de tipo descriptivo localizadas en la revista Stroke (AHA/ASA Journals). El origen de esta pregunta clínica surge ante la necesidad de evaluar las diferentes alternativas farmacológicas existentes en el tratamiento para la prevención secundaria del ictus. Recomendación Tras analizar la evidencia disponible sobre dabigatrán 150 mg frente a warfarina (ante la ausencia de más comparadores disponibles en la literatura con los criterios de inclusión y priorización propuestos) se estableció la siguiente recomendación: En pacientes adultos con indicación de prevención secundaria de ictus y fibrilación auricular no valvular se sugiere utilizar dabigatrán 150 mg / 12 horas frente a warfarina (recomendación débil). Justificación A continuación se muestra una breve justificación de una de las recomendaciones, destacando los juicios del GEG en cuanto a los criterios clave que motivaron la recomendación final. El GEG manifestó que no se obtuvieron diferencias significativas a favor o en contra de la intervención en ninguno de los desenlaces. Sin embargo, el GEG señaló que la mejora clínica y de la calidad de vida de los pacientes en la experiencia clínica con dabigatrán 150 mg, así como la mayor comodidad de uso al no requerir monitorizaciones y la escasa interferencia con alimentos y otros fármacos apoyaba la recomendación débil a favor. La recomendación débil a favor de la intervención es el resultado de un balance beneficio / riesgo a favor o en contra de dabigatrán 150 mg, muy baja confianza en la evidencia e incertidumbre sobre si el efecto podría ser diferente al verdadero efecto de la intervención. La magnitud de los efectos deseables e indeseables podrían ser considerada pequeña en todos los desenlaces excepto en la reducción de infarto agudo de miocardio, que podría considerarse moderada a favor de la comparación (warfarina). 56 GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS Justificación detallada A continuación se muestra una justificación más detallada de los juicios del GEG sobre cada uno de los criterios más importantes para la recomendación formulada. I. Calidad de la evidencia (certeza) La calidad de los resultados se consideró muy baja para todos los desenlaces procedentes de un subgrupo de pacientes de un ensayo clínico (nuevo ictus, hemorragia grave, mortalidad por cualquier causa, mortalidad de causa vascular e infarto agudo de miocardio) y de un pequeño estudio observacional sin grupo comparador (AIT y embolismo sistémico). En general, se observaron serias limitaciones por riesgo de sesgos y evidencia indirecta y muy serias limitaciones por imprecisión de los resultados (valores del IC y escaso número de eventos). El periodo de seguimiento fue corto. El GEG acordó aumentar la confianza en las variables que no incluyeron el valor nulo en el IC del efecto absoluto y relativo. Esta circunstancia no ocurrió en ninguna de las variables de esta comparación, ya que todas ellas incluyeron valores tanto a favor como en contra de la intervención en el IC del efecto absoluto y relativo. Teniendo en cuenta estas consideraciones, la confianza global se consideró muy baja. II. Valoración de los desenlaces por parte de los pacientes (valores y preferencias) El GEG consideró que probablemente no existía incertidumbre o variabilidad importantes y que dabigatrán 150 mg sería aceptado al no requerir controles rutinarios y presentar una fácil forma de administración. Otro aspecto destacado por el GEG y que podría facilitar la aceptabilidad o preferencia de los pacientes sería que dabigatrán 150 mg evitaría el inconveniente que supondría la vigilancia de alimentos ricos en vitamina K o el numeroso número de fármacos que interaccionan con warfarina. III. Balance de los efectos deseables e indeseables"
prevencion_secundaria_ictus.txt,3.1.10,En pacientes con fibrilación auricular en prevención secundaria de ictus ¿podría utilizarse dabigatrán 150 mg 2 veces al día?,a) ¿Es prioritario este problema?,,sí.,"el problema se considera una prioridad debido a que los pacientes con FA y antecedentes de ictus presentan un alto riesgo de recurrencia con una elevada tasa de mortalidad y morbilidad, que continúa siendo elevada en los pacientes en tratamiento con AVK29.","todos los miembros del GEG consideraron el ictus como un problema sanitario prioritario, algunos miembros destacaron la carga de la enfermedad y la discapacidad potencial en los pacientes."
prevencion_secundaria_ictus.txt,3.1.10,En pacientes con fibrilación auricular en prevención secundaria de ictus ¿podría utilizarse dabigatrán 150 mg 2 veces al día?,b) ¿Cuál es la magnitud de los efectos deseables esperados?,,"pequeña. Evidencia procedente de la investigación29,44,45: el desenlace nuevo ictus no mostró diferencias significativas entre dabigatrán 150 mg y warfarina (el estimador del efecto está a favor, sin embargo el IC del 95 % incluyó el valor nulo). Se observaron los siguientes valores: efecto absoluto (diferencia de riesgo) de 10 casos menos por 1000 pacientes (IC del 95 % de 23 menos a 7 más) y RR de 0,79 (IC del 95 % de 0,54 a 1,14). En el estudio observacional se observó un 0,5 % de los pacientes en tratamiento con dabigatrán 150 mg con nuevo AIT, no se observó ningún embolismo sistémico, no obteniéndose datos de los pacientes en tratamiento con warfarina por lo que no se pudo analizar de forma comparativa. En el desenlace mortalidad por cualquier causa el efecto absoluto fue de 4 eventos menos por 1000 pacientes tratados con dabigatrán 150 mg (IC del 95 % de 24 menos a 21 más) y un RR de 0,95 (con un IC del 95 % de 0,73 a 1,24). En la variable mortalidad por causa vascular se observó un efecto absoluto de 1 evento menos por 1000 pacientes tratados con dabigatrán 150 mg (IC del 95 % de 18 menos a 21 más) y un RR de 0,98 % (con un IC del 95 % de 0,70 a 1,36).",,"algunos miembros del GEG consideraron que, con la evidencia disponible, el verdadero valor de las variables analizadas era desconocido al incluir el valor nulo en el intervalo de confianza. Manifestaron que GUÍA DE PRÁCTICA CLÍNICA SOBRE PREVENCIÓN SECUNDARIA DEL ICTUS. ACTUALIZACIÓN. 59 el hecho de que por cada 1000 pacientes tratados con dabigatrán 150 mg se presentaran 10 ictus menos frente a los pacientes tratados con warfarina, generaba un 21 % de reducción relativa, lo que suponía una magnitud pequeña. Se incluyó un estudio observacional con el objetivo de aportar información sobre la efectividad de la intervención. Este estudio no presentó grupo control por lo que no se pudo calcular el efecto absoluto. No se asumió el grupo control del ensayo clínico para hacer la comparación con warfarina al considerar que el escaso tamaño muestral del estudio observacional y el escaso número de eventos aportarían una información muy imprecisa, con una confianza muy baja en la estimación del efecto. Como consideraciones adicionales o información de posible interés se facilitó la referida en el mismo apartado de la subpregunta 1.1."
prevencion_secundaria_ictus.txt,3.1.10,En pacientes con fibrilación auricular en prevención secundaria de ictus ¿podría utilizarse dabigatrán 150 mg 2 veces al día?,c) ¿Cuál es la magnitud de los efectos indeseables esperados?,,"pequeña. Evidencia procedente de la investigación29,44,45: los resultados observados en el ensayo clínico para la variable hemorragia o sangrado grave fueron: 1 evento más por 1000 pacientes (IC del 95 % de 19 menos a 28 más) como efecto absoluto (diferencia de riesgo) y un RR de 1,01 (con IC del 95 % de 0,77 a 1,34). Los resultados observados para la variable infarto agudo de miocardio fueron: 7 eventos más por 1000 pacientes tratados con dabigatrán 150 mg (IC del 95 % de 2 menos a 25 más) como efecto absoluto y un RR de 1,57 (con IC del 95 % de 0,83 a 2,99); la magnitud del efecto del desenlace hemorragia grave podría considerarse pequeña y la del desenlace infarto agudo de miocardio podría considerarse mediana.",,"en un estudio localizado se analizaron los datos de un registro japonés33. Este estudio incluyó 7 406 pacientes con FA no valvular y con 2 años de seguimiento, hasta su fallecimiento o hasta sufrir un ictus. Se analizaron las tasas y efectos de warfarina en prevención primaria y secundaria en pacientes con ictus y AIT previos. Los resultados obtenidos relacionados con nuestras variables de estudio en pacientes en tratamiento con warfarina para la prevención secundaria de ictus fueron que únicamente el 62,8 % de los pacientes estuvo en rango terapéutico y se observó hemorragia grave en el 3,0 % de los pacientes."
prevencion_secundaria_ictus.txt,3.1.10,En pacientes con fibrilación auricular en prevención secundaria de ictus ¿podría utilizarse dabigatrán 150 mg 2 veces al día?,d) ¿Cuál es la certeza global en la evidencia sobre los efectos?,,muy baja.,"en general, el GEG consideró que había una certeza muy baja en los resultados al aplicar los criterios GRADE a los desenlaces (ver valoración en el perfil GRADE), debido a que se observaron limitaciones por riesgo de sesgos, evidencia indirecta e imprecisión (bajo número de eventos, escaso tamaño muestral). Los resultados obtenidos en el estudio observacional sobre la aparición de nuevos AIT y embolismos sistémicos no influyeron en la elaboración de la recomendación. Se consideró que presentaba un alto riesgo de sesgos y muy baja certeza en los resultados. Teniendo en cuenta las anteriores consideraciones, la certeza global en la evidencia facilitada sería muy baja. 60 GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS","se consideró que había una diferencia entre las variables con intervalo de confianza que incluía el valor nulo y aquellas que no. En esta comparación todas las variables incluyeron el valor nulo, por este motivo el GEG acordó que la certeza en el resultado podría considerarse muy baja."
prevencion_secundaria_ictus.txt,3.1.10,En pacientes con fibrilación auricular en prevención secundaria de ictus ¿podría utilizarse dabigatrán 150 mg 2 veces al día?,e) ¿Existe incertidumbre o variabilidad importante sobre cómo los,,la incertidumbre o la variabilidad probablemente no sean importantes.,"se localizó una revisión sistemática y su actualización posterior en las que se observó una alta variabilidad en cuanto a los valores y preferencias de los pacientes4,5. La heterogeneidad de los resultados dejaba una incertidumbre apreciable sobre los valores promedio de los pacientes. En los estudios localizados se observó una preferencia en la prevención de ictus frente a otras variables, aceptando el riesgo de sangrado y valorando el ictus discapacitante como una consecuencia peor que la muerte. Otros factores percibidos como importantes cuando se administraron anticoagulantes fueron la ausencia de interacción con la comida o fármacos, la disponibilidad de un antídoto y la facilidad de administración.",el GEG consideró que probablemente no existió incertidumbre o variabilidad importantes en cómo los pacientes valorarían los desenlaces principales.
prevencion_secundaria_ictus.txt,3.1.10,En pacientes con fibrilación auricular en prevención secundaria de ictus ¿podría utilizarse dabigatrán 150 mg 2 veces al día?,"f) El balance entre los efectos deseables e indeseables esperados,",,no favorece ni a la intervención ni a la comparación.,"en el desenlace nuevo ictus el estimador del efecto fue 10 casos menos por 1000 pacientes en tratamiento con dabigatrán 150 mg, con IC del 95 % de 23 menos a 7 más. En el desenlace mortalidad por cualquier causa, el estimador del efecto fue de 4 casos menos por 1000 pacientes con IC del 95 % de 24 menos a 21 más. En el desenlace mortalidad por causa vascular el estimador del efecto fue de 1 caso menos por 1000 pacientes (IC del 95 % de 18 menos a 21 más). En el desenlace hemorragia grave, el estimador del efecto fue de 1 evento más por 1000 pacientes con IC del 95 % de 19 menos a 28 más. En el desenlace infarto agudo de miocardio, el estimador del efecto fue de 7 eventos más por 1000 pacientes con IC del 95 % de 2 menos a 25 más. En las variables AIT y embolismos sistémicos no pudo estimarse el balance del efecto (los resultados procedieron de un estudio observacional con muy pocos casos (2), una muestra escasa (381) y sin grupo comparador).","el GEG consideró que los resultados del ensayo analizado, valorados conjuntamente, no estuvieron a favor de la intervención ni a favor de la comparación, y la seguridad fue similar en ambos grupos. En los desenlaces nuevo ictus, mortalidad por cualquier causa y mortalidad de causa vascular el estimador del efecto estuvo a favor de dabigatrán 150 mg GUÍA DE PRÁCTICA CLÍNICA SOBRE PREVENCIÓN SECUNDARIA DEL ICTUS. ACTUALIZACIÓN. 61 aunque los valores no fueron concluyentes a favor o en contra de la intervención. En los desenlaces hemorragia grave e infarto agudo de miocardio el estimador del efecto fue favorable a warfarina y los valores tampoco fueron concluyentes a favor o en contra de la intervención. En las variables AIT y embolismo sistémico los resultados no fueron estimables. Por los motivos expuestos, el GEG consideró que podría matizarse la recomendación ante un paciente con fibrilación auricular que ha sufrido un ictus y tenga una función renal adecuada. Durante la revisión externa se hizo hincapié en que para conseguir la eficacia del fármaco sería necesario ajustar la función renal, ya que dabigatrán se elimina un 80% por riñón y su uso está contraindicado con Aclaramiento de creatinina, ACr < 30 ml/min. Se podría plantear la posibilidad de recomendar anticoagulación oral con dabigatrán 150 mg o warfarina y añadir algunas situaciones concretas en las que se podría realizar la recomendación a favor de dabigatrán 150 mg: si existe contraindicación o hipersensibilidad a warfarina o cualquier otra enfermedad que establezca su contraindicación, mal control de INR o imposibilidad de acceso a los controles de INR, a la espera de nuevos estudios bien diseñados para este grupo de pacientes que demuestren la eficacia y efectividad de la intervención."
prevencion_secundaria_ictus.txt,3.1.10,En pacientes con fibrilación auricular en prevención secundaria de ictus ¿podría utilizarse dabigatrán 150 mg 2 veces al día?,g) ¿Cuál es la magnitud de los recursos requeridos (costes)?,,costes moderados.,el GEG utilizó la tabla de precios incluidas en el apartado magnitud de los recursos requeridos (costes) de la primera comparación (apixabán vs. warfarina).,"se aportó al GEG una consulta de precios en el Nomenclátor de facturación de octubre de 2018 del Ministerio de Sanidad, Consumo y Bienestar Social de las alternativas a comparar para aportar una idea general del coste de los fármacos. Con fecha junio del 2020 se verificó mediante otra consulta al Nomenclátor de facturación que los precios se habían mantenido. Dicha consulta aparece reflejada en el material metodológico."
prevencion_secundaria_ictus.txt,3.1.10,En pacientes con fibrilación auricular en prevención secundaria de ictus ¿podría utilizarse dabigatrán 150 mg 2 veces al día?,h) ¿Cuál es la certeza en torno a la evidencia sobre los recursos,,alta.,no se ha realizado revisión sistemática del tema.,no se ha identificado ningún aspecto específico sobre los posibles recursos derivados de la utilización de dabigatrán 150 mg.
prevencion_secundaria_ictus.txt,3.1.10,En pacientes con fibrilación auricular en prevención secundaria de ictus ¿podría utilizarse dabigatrán 150 mg 2 veces al día?,"i) El coste-efectividad de la intervención, ¿favorece a la intervención o a",,probablemente favorece a la intervención.,"las publicaciones antes indicadas para dabigatrán 110 mg. pueden también ser consideradas aplicables pues estos trabajos 62 GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS del entorno del Sistema Nacional de Salud en España indican estimaciones y cálculos también con esta dosificación indicando que dabigatrán puede ser una intervención coste-efectiva, por debajo del umbral habitual de decisión de 30 000 euros por AVAC, si bien es necesario demostrar claramente las mejoras en efectividad40,41.",no se ha identificado ningún aspecto específico sobre coste efectividad de la intervención.
prevencion_secundaria_ictus.txt,3.1.10,En pacientes con fibrilación auricular en prevención secundaria de ictus ¿podría utilizarse edoxabán 60 mg una vez al día?,j) ¿Cuál sería el impacto en la equidad en salud?,,probablemente reducido.,no se localizaron estudios que pudieran utilizarse para la elaboración de resultados.,"no se ha identificado ningún aspecto específico sobre cambios en la equidad de los pacientes en relación con la prescripción de dabigatrán 150 mg. El GEG consideró que la recomendación probablemente facilitaría un aumento de la equidad ya que permitiría el aumento de pacientes que podría acceder a recibir dabigatrán 150 mg. El GEG puso de manifiesto que la utilización de warfarina obligaría a realizar repetidas visitas al Centro de Salud para realizar controles de INR, la mayoría de las veces acompañados por sus familiares al tratarse de población anciana, esto podría disminuir la equidad (posibilidad de acceder a un tratamiento adecuado), adherencia y accesibilidad de estos pacientes. En estos pacientes, poder disponer de una alternativa que necesite menos controles y visitas al Centro de Salud facilitaría el acceso a un tratamiento de la prevención secundaria del ictus. Para la elaboración de todas las recomendaciones sobre ACOD se facilitó la información localizada desagregada por sexo. Ver información adicional en la El contexto de esta subpregunta es similar al detallado en la primera comparación. Se mantiene la misma población y la diferencia es la intervención propuesta, en este caso edoxabán. Todas las subpreguntas propuestas se consideraron relevantes ante la necesidad de evaluar las diferentes alternativas farmacológicas existentes en el tratamiento para la prevención secundaria del ictus y abordar una patología con importante carga de la enfermedad, como se detalla en la primera subpregunta sobre apixabán y que recoge varias publicaciones de tipo descriptivo localizadas en la revista Stroke (AHA/ASA Journals). Recomendación Tras analizar la evidencia disponible sobre edoxabán frente a warfarina (ante la ausencia de más comparadores disponibles en la literatura con los criterios de inclusión y priorización propuestos) se estableció la siguiente recomendación: En pacientes adultos con indicación de prevención secundaria de ictus y fibrilación auricular no valvular, se sugiere utilizar edoxabán frente a warfarina (recomendación débil). Justificación A continuación se muestra una breve justificación de una de las recomendaciones, destacando los juicios del GEG en cuanto a los criterios clave que motivaron la recomendación final. El GEG consideró que el desenlace mortalidad de causa cardiovascular (efecto deseable, al reducirse) aportó los beneficios de mayor relevancia. El GEG consideró que el beneficio de la intervención (20 fallecimientos menos por 1000, 21 % de reducción relativa) fue significativo; el beneficio sobre la seguridad fue favorable a edoxabán, con un riesgo de hemorragia menor con edoxabán frente a warfarina (13 hemorragias menos por 1000, 16 % de reducción relativa), sin embargo, el IC incluyó el valor nulo. Esta circunstancia hizo que el GEG tuviera muy poca confianza en la evidencia ya que el efecto obtenido en el estudio podría ser diferente al verdadero efecto de la intervención. En esta comparación, el desenlace nuevo ictus favoreció a la intervención (9 ictus menos por 1000) pero el IC incluyó el valor nulo. El hecho de que la literatura localizada describiera que los pacientes preferían la reducción en la aparición de nuevos ictus frente a otros resultados (incluso frente a mortalidad), también condicionó la recomendación. La magnitud de los efectos deseables e indeseables podrían ser considerados pequeños. El GEG mostró muy baja confianza en la estimación del efecto, debido fundamentalmente al riesgo de sesgos y a la imprecisión de los resultados, por lo que el balance entre los beneficios y riesgos estaría poco claro y débilmente sustentado. GUÍA DE PRÁCTICA CLÍNICA SOBRE PREVENCIÓN SECUNDARIA DEL ICTUS. ACTUALIZACIÓN. 65 Sin embargo, el GEG señaló que la mejora clínica y de la calidad de vida de los pacientes en la experiencia clínica con edoxabán apoyaba la recomendación débil a favor. La recomendación condicional a favor de la intervención fue obtenida tras valorar el balance beneficio / riesgo, de tratar con edoxabán frente a tratar con warfarina para la prevención secundaria de ictus. En esta valoración se consideró que el balance sería a favor del beneficio, aunque se observó muy baja confianza en la evidencia disponible para analizar pudiendo ser el efecto esperado diferente al efecto obtenido en condiciones no controladas (vida real). Por los motivos anteriormente expuestos, la recomendación sería a favor de la intervención (edoxabán) frente a la comparación (warfarina), de forma débil. Justificación detallada A continuación se muestra una justificación más detallada de los juicios del GEG sobre cada uno de los criterios más importantes para la recomendación formulada. I. Calidad de la evidencia (certeza) La calidad de los resultados se consideró baja para los desenlaces mortalidad cualquier causa y mortalidad por causa cardiovascular; en el análisis de los desenlaces nuevo ictus, hemorragia grave y mortalidad por ictus se consideró que tenían una calidad muy baja. En general, se observaron serias limitaciones por riesgo de sesgos, imprecisión de los resultados (valores del IC y escaso número de eventos) y un periodo de seguimiento corto. El GEG acordó aumentar la confianza en las variables o desenlaces que no incluyeron valores nulos en el IC de los efectos absolutos y relativos. Esta circunstancia hizo que la calidad inicial muy baja de todas las variables (nuevo ictus, mortalidad por cualquier causa, mortalidad de causa cardiovascular, mortalidad por ictus y hemorragia grave) pasara a considerarse baja o moderada/baja en mortalidad por cualquier causa y mortalidad de causa cardiovascular. Teniendo en cuenta que la confianza en las variables nuevo ictus, mortalidad por ictus y hemorragia grave se mantuvo muy baja, la confianza global podría considerarse muy baja. II. Valoración de los desenlaces por parte de los pacientes (valores y preferencias) El GEG consideró que probablemente no existía incertidumbre o variabilidad importantes y que la aceptabilidad de edoxabán sería probable al no requerir controles rutinarios y presentar una fácil forma de administración. Otro aspecto que puso de manifiesto el GEG y que podría facilitar la aceptabilidad o preferencia de los pacientes sería que edoxabán evitaría el inconveniente que supondría la vigilancia de alimentos ricos en vitamina K o los numerosos fármacos que interaccionan con warfarina. III. Balance de los efectos deseables e indeseables"
prevencion_secundaria_ictus.txt,3.1.10,En pacientes con fibrilación auricular en prevención secundaria de ictus ¿podría utilizarse edoxabán 60 mg una vez al día?,a) ¿Es prioritario este problema?,,sí.,"el problema se considera una prioridad debido a que los pacientes con FA y antecedentes de ictus presentan un alto riesgo de recurrencia con una elevada tasa de mortalidad y morbilidad, que continúa siendo elevada en los pacientes en tratamiento con AVK29.","todos los miembros del GEG consideraron el ictus como un problema sanitario prioritario, algunos miembros destacaron la carga de la enfermedad y la discapacidad potencial en los pacientes."
prevencion_secundaria_ictus.txt,3.1.10,En pacientes con fibrilación auricular en prevención secundaria de ictus ¿podría utilizarse edoxabán 60 mg una vez al día?,b) ¿Cuál es la magnitud de los efectos deseables esperados?,,"pequeña. Evidencia procedente de la investigación47: en el desenlace o variable nuevo ictus el estimador del efecto está a favor de la intervención, sin embargo, el IC incluyó el valor nulo. Se observaron los siguientes valores: efecto absoluto (diferencia de riesgo) de 9 casos menos por 1000 pacientes (IC del 95 % de 22 menos a 7 más) y HR de 0,86 (IC del 95 % de 0,67 a 1,10). El GEG consideró que en el estudio analizado el valor del efecto de esta variable era desconocido. En el desenlace mortalidad por cualquier causa, se observaron 21 eventos menos por 1000 pacientes (38 menos a 0 menos) como efecto absoluto (diferencia 68 GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS de riesgo) y un HR de 0,84 % (con un IC del 95 % de 0,71 a 1,00). Se observó que el límite inferior del intervalo de confianza se situó en el valor nulo, aunque este aspecto no fue considerado relevante por el GEG. En el desenlace o variable mortalidad por causa cardiovascular la intervención fue favorable a edoxabán (el estimador del efecto está a favor y el IC no incluyó el valor nulo). Se observaron 20 eventos menos por 1000 pacientes (IC del 95 % de 35 menos a 3 menos) como efecto absoluto (diferencia de riesgo) y un HR de 0,79 % (con un IC del 95 % de 0,64 a 0,97). En el desenlace o variable mortalidad por ictus, se observaron 2 eventos menos por 1000 pacientes tratados con edoxabán (IC del 95 % de 8 menos a 7 más) como efecto absoluto (diferencia de riesgo) y un HR de 0,86 % (con un IC del 95 % de 0,53 a 1,40). El GEG consideró que en el estudio analizado el valor del efecto de esta variable era desconocido. En general el número de eventos en las variables o desenlaces fue escaso, esto limitó la calidad de los desenlaces debido a imprecisión, con poca confianza en la estimación del efecto.",,"el GEG consideró que, con la evidencia disponible, el verdadero valor de algunas variables analizadas era desconocido al incluir el valor nulo en el intervalo de confianza. Por este motivo, se consideró que el desenlace o variable de resultado mortalidad de causa cardiovascular presentaba un valor positivo para edoxabán al tener un intervalo de confianza que no incluía el valor nulo, mientras que las variables nuevo ictus, mortalidad por cualquier causa, mortalidad por ictus y hemorragia grave presentaron un valor del efecto desconocido. Consideraron que el hecho de reducir en 9 ictus menos por 1000, generaba un 14 % de reducción relativa, lo que suponía una magnitud pequeña. Como información de posible interés se facilitó la referida en el mismo apartado de la subpregunta 1.1."
prevencion_secundaria_ictus.txt,3.1.10,En pacientes con fibrilación auricular en prevención secundaria de ictus ¿podría utilizarse edoxabán 60 mg una vez al día?,c) ¿Cuál es la magnitud de los efectos indeseables esperados?,,"pequeña. Evidencia procedente de la investigación47: los resultados observados en el análisis del subgrupo de pacientes con ictus previo para la variable hemorragia o sangrado grave fueron: 13 eventos menos por 1000 pacientes tratados con edoxabán (IC del 95 % de 27 menos a 5 más) como efecto absoluto (diferencia de riesgo) y un HR de 0,84 (con IC del 95 % de 0,67 a 1,06).",,"en un estudio localizado se analizaron los datos de un registro japonés33. Este estudio incluyó 7 406 pacientes con FA no valvular y con 2 años de seguimiento, hasta su fallecimiento o hasta sufrir un ictus. Se analizaron las tasas y efectos de warfarina en prevención primaria y secundaria en pacientes con ictus y AIT previos. Los resultados obtenidos relacionados con nuestras variables de estudio en pacientes en tratamiento con warfarina para la prevención secundaria de ictus fueron que únicamente el 62,8 % de los pacientes estuvo en rango terapéutico y que observó hemorragia grave en el 3 % de los pacientes. GUÍA DE PRÁCTICA CLÍNICA SOBRE PREVENCIÓN SECUNDARIA DEL ICTUS. ACTUALIZACIÓN. 69"
prevencion_secundaria_ictus.txt,3.1.10,En pacientes con fibrilación auricular en prevención secundaria de ictus ¿podría utilizarse edoxabán 60 mg una vez al día?,d) ¿Cuál es la certeza global en la evidencia sobre los efectos?,,muy baja.,"en general, el GEG consideró que había una certeza muy baja en los resultados al aplicar los criterios GRADE principalmente debido a la imprecisión (bajo número de eventos, escaso tamaño muestral) y a la magnitud de los efectos. Se observaron limitaciones (ver valoración perfil GRADE) debido a riesgo de sesgos y a la imprecisión de los resultados aportado por el estudio. Teniendo en cuenta las anteriores consideraciones la certeza global en la evidencia facilitada sería muy baja.","se consideró que había una diferencia entre las variables con intervalo de confianza que incluía el valor nulo y aquellas que no. En esta comparación todas las variables incluyeron el valor nulo excepto la mortalidad de causa cardiovascular, por este motivo la mayoría de los clínicos consideraron que la certeza en el resultado podría considerarse muy baja."
prevencion_secundaria_ictus.txt,3.1.10,En pacientes con fibrilación auricular en prevención secundaria de ictus ¿podría utilizarse edoxabán 60 mg una vez al día?,e) ¿Existe incertidumbre o variabilidad importante sobre cómo los,,la incertidumbre o la variabilidad probablemente no sean importantes.,"se localizó una revisión sistemática y su actualización posterior en las que se observó una alta variabilidad en cuanto a los valores y preferencias de los pacientes4,5. La heterogeneidad de los resultados dejaba una incertidumbre apreciable sobre los valores promedio de los pacientes. En los estudios localizados se observó una preferencia en la prevención de ictus frente a otras variables, aceptando el riesgo de sangrado y valorando el ictus discapacitante como una consecuencia peor que la muerte. Otros factores percibidos como importantes cuando se administraron anticoagulantes fueron la ausencia de interacción con la comida o fármacos, la disponibilidad de un antídoto y la facilidad de administración.",el GEG consideró que probablemente no existió incertidumbre o variabilidad importantes en cómo lo pacientes valorarían los desenlaces principales.
